concept id	representation id	en	kanji	kana
FMA68740	BP8111	mediobasal branch of posterior basal segmental artery	mediobasal branch of posterior basal segmental artery	mediobasal branch of posterior basal segmental artery
FMA68741	BP8110	mediobasal branch of right posterior basal segmental artery	mediobasal branch of right posterior basal segmental artery	mediobasal branch of right posterior basal segmental artery
FMA68878	BP8137	trunk of segmental pulmonary vein	trunk of segmental pulmonary vein	trunk of segmental pulmonary vein
FMA68879	BP8136	trunk of apical segmental vein	trunk of apical segmental vein	trunk of apical segmental vein
FMA68880	BP8135	trunk of right apical segmental vein	trunk of right apical segmental vein	trunk of right apical segmental vein
FMA68919	BP8326	apical part of apical segmental vein	apical part of apical segmental vein	apical part of apical segmental vein
FMA68920	BP8642	anterior part of apical segmental vein	anterior part of apical segmental vein	anterior part of apical segmental vein
FMA68921	BP8641	anterior part of right apical segmental vein	anterior part of right apical segmental vein	anterior part of right apical segmental vein
FMA68926	BP8277	superior part of right anterior segmental vein	superior part of right anterior segmental vein	superior part of right anterior segmental vein
FMA68928	BP9179	inferior part of right anterior segmental vein	inferior part of right anterior segmental vein	inferior part of right anterior segmental vein
FMA68944	BP8148	posterior part of lateral segmental vein	posterior part of lateral segmental vein	posterior part of lateral segmental vein
FMA68945	BP8453	anterior part of lateral segmental vein	anterior part of lateral segmental vein	anterior part of lateral segmental vein
FMA68982	BP7839	superior part of medial segmental vein	superior part of medial segmental vein	superior part of medial segmental vein
FMA68983	BP8634	inferior part of medial segmental vein	inferior part of medial segmental vein	inferior part of medial segmental vein
FMA69264	BP10320	inferior suprarenal artery	下副腎動脈;下腎上体動脈	かふくじんどうみゃく;かじんじょうたいどうみゃく
FMA69265	BP10358	right inferior suprarenal artery	right inferior suprarenal artery	right inferior suprarenal artery
FMA69266	BP10319	left inferior suprarenal artery	left inferior suprarenal artery	left inferior suprarenal artery
FMA69418	BP6432	trunk of branch of popliteal artery	trunk of branch of popliteal artery	trunk of branch of popliteal artery
FMA69458	BP10264	subdivision of external iliac artery	subdivision of external iliac artery	subdivision of external iliac artery
FMA69459	BP6033	subdivision of deep femoral artery	subdivision of deep femoral artery	subdivision of deep femoral artery
FMA69476	BP6047	subdivision of anterior tibial artery	subdivision of anterior tibial artery	subdivision of anterior tibial artery
FMA69490	BP6051	right lateral tarsal artery	right lateral tarsal artery	right lateral tarsal artery
FMA69491	BP6052	left lateral tarsal artery	left lateral tarsal artery	left lateral tarsal artery
FMA69494	BP6054	right arcuate artery	right arcuate artery	right arcuate artery
FMA69495	BP6055	left arcuate artery	left arcuate artery	left arcuate artery
FMA69513	BP6011	deep plantar artery	深足底動脈;背側中足動脈の深足底枝	しんそくていどうみゃく;はいそくちゅうそくどうみゃくのしんそくていし
FMA69514	BP6012	right deep plantar artery	right deep plantar artery	right deep plantar artery
FMA69515	BP6013	left deep plantar artery	left deep plantar artery	left deep plantar artery
FMA69517	BP6439	distal perforating artery	distal perforating artery	distal perforating artery
FMA69559	BP6009	zone of trunk of lateral plantar artery	zone of trunk of lateral plantar artery	zone of trunk of lateral plantar artery
FMA69713	BP6048	digital artery of foot	digital artery of foot	digital artery of foot
FMA69784	BP6433	branch of posterior tibial artery	branch of posterior tibial artery	branch of posterior tibial artery
FMA69796	BP10303	subdivision of internal iliac artery	subdivision of internal iliac artery	subdivision of internal iliac artery
FMA69803	BP10302	subdivision of anterior division of internal iliac artery	subdivision of anterior division of internal iliac artery	subdivision of anterior division of internal iliac artery
FMA69805	BP10301	subdivision of internal pudendal artery	subdivision of internal pudendal artery	subdivision of internal pudendal artery
FMA70247	BP10342	subdivision of external iliac artery proper	subdivision of external iliac artery proper	subdivision of external iliac artery proper
FMA70248	BP6080	femoral artery	大腿動脈	だいたいどうみゃく
FMA70249	BP6081	right femoral artery	right femoral artery	right femoral artery
FMA70250	BP6082	left femoral artery	left femoral artery	left femoral artery
FMA70251	BP10263	subdivision of femoral artery	subdivision of femoral artery	subdivision of femoral artery
FMA70345	BP7800	subdivision of subclavian artery	subdivision of subclavian artery	subdivision of subclavian artery
FMA70353	BP6199	subdivision of thyrocervical artery	subdivision of thyrocervical artery	subdivision of thyrocervical artery
FMA70358	BP6216	subdivision of internal thoracic artery	subdivision of internal thoracic artery	subdivision of internal thoracic artery
FMA70399	BP6327	subdivision of costocervical artery	subdivision of costocervical artery	subdivision of costocervical artery
FMA70408	BP6317	subdivision of thoraco-acromial artery	subdivision of thoraco-acromial artery	subdivision of thoraco-acromial artery
FMA70422	BP6239	subdivision of subscapular artery	subdivision of subscapular artery	subdivision of subscapular artery
FMA70429	BP7857	subdivision of celiac artery	subdivision of celiac artery	subdivision of celiac artery
FMA70433	BP7856	subdivision of common hepatic artery	subdivision of common hepatic artery	subdivision of common hepatic artery
FMA70436	BP10576	subdivision of gastroduodenal artery	subdivision of gastroduodenal artery	subdivision of gastroduodenal artery
FMA70437	BP10575	superior pancreaticoduodenal artery	superior pancreaticoduodenal artery	superior pancreaticoduodenal artery
FMA70439	BP8505	subdivision of right hepatic artery	subdivision of right hepatic artery	subdivision of right hepatic artery
FMA70440	BP7853	subdivision of left hepatic artery	subdivision of left hepatic artery	subdivision of left hepatic artery
FMA70442	BP9163	anterior superior segmental hepatic artery	anterior superior segmental hepatic artery	anterior superior segmental hepatic artery
FMA70443	BP8869	anterior inferior segmental hepatic artery	anterior inferior segmental hepatic artery	anterior inferior segmental hepatic artery
FMA70445	BP8503	posterior superior segmental hepatic artery	posterior superior segmental hepatic artery	posterior superior segmental hepatic artery
FMA70446	BP8896	posterior inferior segmental hepatic artery	posterior inferior segmental hepatic artery	posterior inferior segmental hepatic artery
FMA70447	BP6172	caudate lobe branch of right hepatic artery	caudate lobe branch of right hepatic artery	caudate lobe branch of right hepatic artery
FMA70449	BP8099	medial superior segmental hepatic artery	medial superior segmental hepatic artery	medial superior segmental hepatic artery
FMA70450	BP8177	medial inferior segmental hepatic artery	medial inferior segmental hepatic artery	medial inferior segmental hepatic artery
FMA70452	BP7851	lateral superior segmental hepatic artery	lateral superior segmental hepatic artery	lateral superior segmental hepatic artery
FMA70453	BP8814	lateral inferior segmental hepatic artery	lateral inferior segmental hepatic artery	lateral inferior segmental hepatic artery
FMA70455	BP9178	caudate lobe branch of left hepatic artery	caudate lobe branch of left hepatic artery	caudate lobe branch of left hepatic artery
FMA70456	BP8942	trunk of right hepatic artery	trunk of right hepatic artery	trunk of right hepatic artery
FMA70457	BP8671	trunk of left hepatic artery	trunk of left hepatic artery	trunk of left hepatic artery
FMA70470	BP10583	subdivision of splenic artery	subdivision of splenic artery	subdivision of splenic artery
FMA70471	BP10582	pancreatic artery	pancreatic artery	pancreatic artery
FMA70478	BP10287	subdivision of superior mesenteric artery	subdivision of superior mesenteric artery	subdivision of superior mesenteric artery
FMA70479	BP10570	anterior inferior pancreaticoduodenal artery	前下膵十二指腸動脈	ぜんかすいじゅうにしちょうどうみゃく|ぜんし(かすいじゅうにしちょうどうみゃくの)
FMA70480	BP10587	posterior inferior pancreaticoduodenal artery	後下膵十二指腸動脈	こうかすいじゅうにしちょうどうみゃく|かすいじゅうにしちょうどうみゃくのこうし
FMA70481	BP10571	subdivision of inferior pancreaticoduodenal artery	subdivision of inferior pancreaticoduodenal artery	subdivision of inferior pancreaticoduodenal artery
FMA70483	BP10245	subdivision of inferior mesenteric artery	subdivision of inferior mesenteric artery	subdivision of inferior mesenteric artery
FMA70484	BP10260	segment of renal artery	segment of renal artery	segment of renal artery
FMA70485	BP10275	anterior division of renal artery	anterior division of renal artery	anterior division of renal artery
FMA70486	BP10290	anterior division of right renal artery	anterior division of right renal artery	anterior division of right renal artery
FMA70487	BP10274	anterior division of left renal artery	anterior division of left renal artery	anterior division of left renal artery
FMA70488	BP10259	posterior division of renal artery	posterior division of renal artery	posterior division of renal artery
FMA70489	BP10258	posterior division of right renal artery	posterior division of right renal artery	posterior division of right renal artery
FMA70490	BP10270	posterior division of left renal artery	posterior division of left renal artery	posterior division of left renal artery
FMA70491	BP10557	ureteric segment of renal artery	ureteric segment of renal artery	ureteric segment of renal artery
FMA70492	BP10556	ureteric segment of right renal artery	ureteric segment of right renal artery	ureteric segment of right renal artery
FMA70493	BP10616	ureteric segment of left renal artery	ureteric segment of left renal artery	ureteric segment of left renal artery
FMA70494	BP7667	segmental renal artery	segmental renal artery	segmental renal artery
FMA70499	BP7666	superior segmental renal artery	superior segmental renal artery	superior segmental renal artery
FMA70502	BP7669	inferior segmental renal artery	腎臓の下区動脈	じんぞうのかくどうみゃく
FMA70503	BP7671	posterior segmental renal artery	腎の後区動脈	じんのこうくどうみゃく
FMA70504	BP7780	subdivision of common carotid artery	subdivision of common carotid artery	subdivision of common carotid artery
FMA70506	BP7779	subdivision of internal carotid artery	subdivision of internal carotid artery	subdivision of internal carotid artery
FMA70523	BP7778	subdivision of cerebral part of internal carotid artery	subdivision of cerebral part of internal carotid artery	subdivision of cerebral part of internal carotid artery
FMA70593	BP8354	subdivision of epidermis	subdivision of epidermis	subdivision of epidermis
FMA70676	BP5683	subdivision of superior temporal gyrus	subdivision of superior temporal gyrus	subdivision of superior temporal gyrus
FMA70701	BP5685	anterior part of superior temporal gyrus	anterior part of superior temporal gyrus	anterior part of superior temporal gyrus
FMA70703	BP5684	posterior part of superior temporal gyrus	posterior part of superior temporal gyrus	posterior part of superior temporal gyrus
FMA70741	BP8955	set of facial hairs	set of facial hairs	set of facial hairs
FMA70752	BP8956	set of hairs	毛	け
FMA70779	BP8041	set of organs	set of organs	set of organs
FMA70800	BP6651	set of dorsal metacarpal arteries	背側中手動脈	はいそくちゅうしゅどうみゃく
FMA70801	BP6647	set of dorsal digital arteries	手の背側指動脈|背側趾動脈;足の背側指動脈	はいそくしどうみゃく;あしのはいそくしどうみゃく
FMA70815	BP6650	set of perforating arteries	大腿深動脈の貫通動脈	だいたいしんどうみゃくのかんつうどうみゃく
FMA70821	BP6652	set of common plantar digital arteries	総底側趾動脈;足の総底側指動脈	そうていそくしどうみゃく;あしのそうていそくしどうみゃく
FMA70839	BP6659	set of anterior intercostal veins	前肋間静脈	ぜんろっかんじょうみゃく
FMA70917	BP6656	set of dorsal digital veins	背側趾静脈;足の背側指静脈	はいそくしじょうみゃく;あしのはいそくしじょうみゃく
FMA70919	BP6657	set of plantar digital veins	底側趾静脈;足の底側指静脈	ていそくしじょうみゃく;あしのそくていしじょうみゃく
FMA70922	BP6658	set of perforating veins	貫通静脈	かんつうじょうみゃく
FMA71012	BP8353	skin appendage	skin appendage	skin appendage
FMA71114	BP6571	brachium of inferior colliculus	下丘腕	かきゅうわん
FMA71193	BP8667	lobe of thymus	胸腺の葉	よう(きょうせんの)
FMA71194	BP9220	right lobe of thymus	right lobe of thymus	right lobe of thymus
FMA71195	BP8666	left lobe of thymus	left lobe of thymus	left lobe of thymus
FMA71209	BP5911	tributary of axillary vein	tributary of axillary vein	tributary of axillary vein
FMA71210	BP5915	lateral thoracic vein	外側胸静脈	がいそくきょうじょうみゃく
FMA71211	BP5916	right lateral thoracic vein	right lateral thoracic vein	right lateral thoracic vein
FMA71212	BP5917	left lateral thoracic vein	left lateral thoracic vein	left lateral thoracic vein
FMA71213	BP5936	thoracodorsal vein	胸背静脈	きょうはいじょうみゃく
FMA71214	BP5937	right thoracodorsal vein	right thoracodorsal vein	right thoracodorsal vein
FMA71215	BP5938	left thoracodorsal vein	left thoracodorsal vein	left thoracodorsal vein
FMA71235	BP5494	region of dura mater	region of dura mater	region of dura mater
FMA71307	BP8370	set of interspinales lumborum	腰棘間筋	ようきょくかんきん
FMA71309	BP9080	set of interspinales cervicis	頚棘間筋	けいきょくかんきん
FMA71313	BP8467	set of levatores costarum longi	長肋骨挙筋	ちょうろっこつきょきん
FMA71314	BP8676	set of levatores costarum breves	短肋骨挙筋	たんろっこつきょきん
FMA71318	BP8054	set of lumbricals of hand	虫様筋［手の］	ちゅうようきん［ての］
FMA71319	BP8037	set of dorsal interossei of hand	背側骨間筋［手の］	はいそくこつかんきん［ての］
FMA71320	BP8247	set of palmar interossei of hand	掌側骨間筋	しょうそくこつかんきん
FMA71442	BP9131	set of anterior cervical intertransversarii	頚前横突間筋	けいぜんおうとつかんきん
FMA71443	BP8656	set of posterior cervical intertransversarii	頚外側後横突間筋	けいがいそくこうおうとつかんきん
FMA71502	BP8125	set of posterior temporal branches of lateral occipital artery	後側頭枝;外側後頭動脈の後側頭動脈	こうそくとうし;がいそくこうとうどうみゃくのこうそくとうどうみゃく
FMA71537	BP10612	set of oesophageal branches of thoracic aorta	食道動脈;胸大動脈の食道枝	しょくどうどうみゃく;きょうだいどうみゃくのしょくどうし
FMA71562	BP6653	set of calcaneal branches of posterior tibial artery	後脛骨動脈の踵骨枝	こうけいこつどうみゃくのしょうこつし
FMA71564	BP6649	set of plantar digital arteries proper	固有底側趾動脈;足の固有底側指動脈	こゆうていそくしどうみゃく;あしのこゆうていそくしどうみゃく
FMA71708	BP6171	right lobe branch of right hepatic artery	right lobe branch of right hepatic artery	right lobe branch of right hepatic artery
FMA71709	BP8504	subdivision of right lobe branch of right hepatic artery	subdivision of right lobe branch of right hepatic artery	subdivision of right lobe branch of right hepatic artery
FMA71710	BP6179	left lobe branch of left hepatic artery	left lobe branch of left hepatic artery	left lobe branch of left hepatic artery
FMA71736	BP7852	subdivision of left lobe branch of left hepatic artery	subdivision of left lobe branch of left hepatic artery	subdivision of left lobe branch of left hepatic artery
FMA71856	BP7809	segment of biliary tree	segment of biliary tree	segment of biliary tree
FMA71859	BP8660	segment of right hepatic biliary tree	segment of right hepatic biliary tree	segment of right hepatic biliary tree
FMA71860	BP7808	segment of left hepatic biliary tree	segment of left hepatic biliary tree	segment of left hepatic biliary tree
FMA71865	BP8659	segmental tributary of right hepatic biliary tree	segmental tributary of right hepatic biliary tree	segmental tributary of right hepatic biliary tree
FMA71866	BP7807	segmental tributary of left hepatic biliary tree	segmental tributary of left hepatic biliary tree	segmental tributary of left hepatic biliary tree
FMA71867	BP8932	anterior superior tributary of right hepatic biliary tree	anterior superior tributary of right hepatic biliary tree	anterior superior tributary of right hepatic biliary tree
FMA71868	BP9262	anterior inferior tributary of right hepatic biliary tree	anterior inferior tributary of right hepatic biliary tree	anterior inferior tributary of right hepatic biliary tree
FMA71869	BP8658	posterior superior tributary of right hepatic biliary tree	posterior superior tributary of right hepatic biliary tree	posterior superior tributary of right hepatic biliary tree
FMA71870	BP9072	posterior inferior tributary of right hepatic biliary tree	posterior inferior tributary of right hepatic biliary tree	posterior inferior tributary of right hepatic biliary tree
FMA71885	BP8213	medial superior tributary of left hepatic biliary tree	medial superior tributary of left hepatic biliary tree	medial superior tributary of left hepatic biliary tree
FMA71886	BP7806	medial inferior tributary of left hepatic biliary tree	medial inferior tributary of left hepatic biliary tree	medial inferior tributary of left hepatic biliary tree
FMA71887	BP8734	lateral superior tributary of left hepatic biliary tree	lateral superior tributary of left hepatic biliary tree	lateral superior tributary of left hepatic biliary tree
FMA71888	BP8845	lateral inferior tributary of left hepatic biliary tree	lateral inferior tributary of left hepatic biliary tree	lateral inferior tributary of left hepatic biliary tree
FMA71889	BP5653	caudate lobe tributary of left hepatic biliary tree	caudate lobe tributary of left hepatic biliary tree	caudate lobe tributary of left hepatic biliary tree
FMA71903	BP7910	subdivision of hepatic portal vein	subdivision of hepatic portal vein	subdivision of hepatic portal vein
FMA71904	BP8801	pre-hepatic portal vein	pre-hepatic portal vein	pre-hepatic portal vein
FMA71905	BP7909	subdivision of right hepatic portal vein	subdivision of right hepatic portal vein	subdivision of right hepatic portal vein
FMA71906	BP8271	subdivision of left hepatic portal vein	subdivision of left hepatic portal vein	subdivision of left hepatic portal vein
FMA71907	BP8923	trunk of branch of hepatic portal vein	trunk of branch of hepatic portal vein	trunk of branch of hepatic portal vein
FMA71908	BP8864	proximal phalanx of left middle finger	proximal phalanx of left middle finger	proximal phalanx of left middle finger
FMA71915	BP8328	proximal phalanx of left index finger	proximal phalanx of left index finger	proximal phalanx of left index finger
FMA71916	BP7936	proximal phalanx of left ring finger	proximal phalanx of left ring finger	proximal phalanx of left ring finger
FMA72058	BP8293	intrinsic ligament of larynx	intrinsic ligament of larynx	intrinsic ligament of larynx
FMA72308	BP8290	stylohyoid ligament	茎突舌骨靱帯	けいとつぜつこつじんたい
FMA72309	BP8422	right stylohyoid ligament	right stylohyoid ligament	right stylohyoid ligament
FMA72311	BP8289	left stylohyoid ligament	left stylohyoid ligament	left stylohyoid ligament
FMA72417	BP6568	brachium of superior colliculus	上丘腕	じょうきゅうわん
FMA72653	BP10457	right superior frontal gyrus	right superior frontal gyrus	right superior frontal gyrus
FMA72654	BP10453	left superior frontal gyrus	left superior frontal gyrus	left superior frontal gyrus
FMA72655	BP10461	right middle frontal gyrus	right middle frontal gyrus	right middle frontal gyrus
FMA72656	BP10463	left middle frontal gyrus	left middle frontal gyrus	left middle frontal gyrus
FMA72657	BP10442	right inferior frontal gyrus	right inferior frontal gyrus	right inferior frontal gyrus
FMA72658	BP10475	left inferior frontal gyrus	left inferior frontal gyrus	left inferior frontal gyrus
FMA72661	BP10459	right precentral gyrus	right precentral gyrus	right precentral gyrus
FMA72662	BP10466	left precentral gyrus	left precentral gyrus	left precentral gyrus
FMA72665	BP10480	right postcentral gyrus	right postcentral gyrus	right postcentral gyrus
FMA72666	BP10473	left postcentral gyrus	left postcentral gyrus	left postcentral gyrus
FMA72667	BP10469	right supramarginal gyrus	right supramarginal gyrus	right supramarginal gyrus
FMA72668	BP10438	left supramarginal gyrus	left supramarginal gyrus	left supramarginal gyrus
FMA72669	BP10465	right angular gyrus	right angular gyrus	right angular gyrus
FMA72670	BP10462	left angular gyrus	left angular gyrus	left angular gyrus
FMA72671	BP10460	right superior parietal lobule	right superior parietal lobule	right superior parietal lobule
FMA72672	BP10458	left superior parietal lobule	left superior parietal lobule	left superior parietal lobule
FMA72685	BP10448	right middle temporal gyrus	right middle temporal gyrus	right middle temporal gyrus
FMA72686	BP10446	left middle temporal gyrus	left middle temporal gyrus	left middle temporal gyrus
FMA72687	BP10483	right inferior temporal gyrus	right inferior temporal gyrus	right inferior temporal gyrus
FMA72688	BP10437	left inferior temporal gyrus	left inferior temporal gyrus	left inferior temporal gyrus
FMA72689	BP10450	right fusiform gyrus	right fusiform gyrus	right fusiform gyrus
FMA72690	BP10449	left fusiform gyrus	left fusiform gyrus	left fusiform gyrus
FMA72705	BP10447	right parahippocampal gyrus	right parahippocampal gyrus	right parahippocampal gyrus
FMA72706	BP10439	left parahippocampal gyrus	left parahippocampal gyrus	left parahippocampal gyrus
FMA72713	BP10432	right hippocampus	right hippocampus	right hippocampus
FMA72714	BP10455	left hippocampus	left hippocampus	left hippocampus
FMA72717	BP10488	right cingulate gyrus	right cingulate gyrus	right cingulate gyrus
FMA72718	BP10471	left cingulate gyrus	left cingulate gyrus	left cingulate gyrus
FMA72800	BP10484	anterior part of right superior temporal gyrus	anterior part of right superior temporal gyrus	anterior part of right superior temporal gyrus
FMA72801	BP10464	anterior part of left superior temporal gyrus	anterior part of left superior temporal gyrus	anterior part of left superior temporal gyrus
FMA72804	BP10433	posterior part of right superior temporal gyrus	posterior part of right superior temporal gyrus	posterior part of right superior temporal gyrus
FMA72805	BP10444	posterior part of left superior temporal gyrus	posterior part of left superior temporal gyrus	posterior part of left superior temporal gyrus
FMA72826	BP10425	right caudate nucleus	right caudate nucleus	right caudate nucleus
FMA72827	BP10482	left caudate nucleus	left caudate nucleus	left caudate nucleus
FMA72828	BP10426	right putamen	right putamen	right putamen
FMA72829	BP10474	left putamen	left putamen	left putamen
FMA72830	BP10481	right globus pallidus	right globus pallidus	right globus pallidus
FMA72831	BP10485	left globus pallidus	left globus pallidus	left globus pallidus
FMA72832	BP10478	right amygdala	right amygdala	right amygdala
FMA72833	BP10428	left amygdala	left amygdala	left amygdala
FMA72906	BP10445	right internal capsule	right internal capsule	right internal capsule
FMA72907	BP10456	left internal capsule	left internal capsule	left internal capsule
FMA72924	BP10452	right fornix of forebrain	right fornix of forebrain	right fornix of forebrain
FMA72925	BP10472	left fornix of forebrain	left fornix of forebrain	left fornix of forebrain
FMA72940	BP10422	left stria terminalis	left stria terminalis	left stria terminalis
FMA72975	BP10440	right occipital lobe	right occipital lobe	right occipital lobe
FMA72976	BP10477	left occipital lobe	left occipital lobe	left occipital lobe
FMA72977	BP10476	right insula	right insula	right insula
FMA72978	BP10486	left insula	left insula	left insula
FMA73203	BP6422	trunk of subdivision of axillary artery	trunk of subdivision of axillary artery	trunk of subdivision of axillary artery
FMA73204	BP6430	trunk of branch of common iliac artery	trunk of branch of common iliac artery	trunk of branch of common iliac artery
FMA73303	BP10429	right lateral geniculate body	right lateral geniculate body	right lateral geniculate body
FMA73304	BP10443	left lateral geniculate body	left lateral geniculate body	left lateral geniculate body
FMA73309	BP7746	right medial geniculate body	right medial geniculate body	right medial geniculate body
FMA73310	BP9165	left medial geniculate body	left medial geniculate body	left medial geniculate body
FMA73413	BP10431	right stria medullaris of thalamus	right stria medullaris of thalamus	right stria medullaris of thalamus
FMA73414	BP10435	left stria medullaris of thalamus	left stria medullaris of thalamus	left stria medullaris of thalamus
FMA73422	BP10470	right superior colliculus	right superior colliculus	right superior colliculus
FMA73423	BP10424	left superior colliculus	left superior colliculus	left superior colliculus
FMA73434	BP10427	right inferior colliculus	right inferior colliculus	right inferior colliculus
FMA73435	BP10479	left inferior colliculus	left inferior colliculus	left inferior colliculus
FMA73461	BP6570	brachium of right superior colliculus	brachium of right superior colliculus	brachium of right superior colliculus
FMA73462	BP6569	brachium of left superior colliculus	brachium of left superior colliculus	brachium of left superior colliculus
FMA73463	BP10454	brachium of right inferior colliculus	brachium of right inferior colliculus	brachium of right inferior colliculus
FMA73464	BP10441	brachium of left inferior colliculus	brachium of left inferior colliculus	brachium of left inferior colliculus
FMA74075	BP6637	set of right levatores costarum longi	set of right levatores costarum longi	set of right levatores costarum longi
FMA74076	BP8466	set of left levatores costarum longi	set of left levatores costarum longi	set of left levatores costarum longi
FMA74077	BP6639	set of right levatores costarum breves	set of right levatores costarum breves	set of right levatores costarum breves
FMA74078	BP8675	set of left levatores costarum breves	set of left levatores costarum breves	set of left levatores costarum breves
FMA74779	BP8468	musculature of chest	musculature of chest	musculature of chest
FMA74866	BP6547	zone of diencephalon	zone of diencephalon	zone of diencephalon
FMA74877	BP6596	mammillary body	乳頭体	にゅうとうたい
FMA74912	BP8970	trunk of anterior interventricular branch of left coronary artery	trunk of anterior interventricular branch of left coronary artery	trunk of anterior interventricular branch of left coronary artery
FMA75351	BP6671	interventricular foramen	室間孔	しつかんこう
FMA75445	BP8427	membrane organ component	膜部;骨の鼻中隔	こつのまくぶ;びちゅうかく
FMA75865	BP8450	trunk of branch of internal carotid artery	trunk of branch of internal carotid artery	trunk of branch of internal carotid artery
FMA76107	BP8449	trunk of branch of middle cerebral artery	trunk of branch of middle cerebral artery	trunk of branch of middle cerebral artery
FMA76127	BP8448	trunk of inferior terminal branch of middle cerebral artery	trunk of inferior terminal branch of middle cerebral artery	trunk of inferior terminal branch of middle cerebral artery
FMA76128	BP8447	trunk of inferior terminal branch of right middle cerebral artery	trunk of inferior terminal branch of right middle cerebral artery	trunk of inferior terminal branch of right middle cerebral artery
FMA76129	BP10241	trunk of inferior terminal branch of left middle cerebral artery	trunk of inferior terminal branch of left middle cerebral artery	trunk of inferior terminal branch of left middle cerebral artery
FMA76259	BP7799	branch of vertebral artery	branch of vertebral artery	branch of vertebral artery
FMA76264	BP7798	intracranial branch of vertebral artery	intracranial branch of vertebral artery	intracranial branch of vertebral artery
FMA76269	BP7896	branch of basilar artery	branch of basilar artery	branch of basilar artery
FMA76301	BP6415	trunk of branch of subclavian artery	trunk of branch of subclavian artery	trunk of branch of subclavian artery
FMA76547	BP8673	trunk of branch of common hepatic artery	trunk of branch of common hepatic artery	trunk of branch of common hepatic artery
FMA76574	BP10569	trunk of gastroduodenal artery	trunk of gastroduodenal artery	trunk of gastroduodenal artery
FMA76582	BP8672	trunk of hepatic artery	trunk of hepatic artery	trunk of hepatic artery
FMA76767	BP8603	anterior cardiac vein	anterior cardiac vein	anterior cardiac vein
FMA76903	BP8609	left duct of caudate lobe of liver	肝臓の左尾状葉胆管	かんぞうのさびじょうようたんかん
FMA76998	BP6328	supreme intercostal artery	最上肋間動脈	さいじょうどくかんどうみゃく
FMA77140	BP6300	ulnar recurrent artery	尺側反回動脈	しゃくそくはんかいどうみゃく
FMA77144	BP6294	recurrent interosseous artery	反回骨間動脈	はんかいこつかんどうみゃく
FMA77155	BP6077	popliteal artery	膝窩動脈	しつかどうみゃく
FMA77168	BP10348	median sacral vein	正中仙骨静脈	せいちゅうせんこつじょうみゃく
FMA77177	BP8050	iliocostalis	腸肋筋	ちょうろくきん
FMA77178	BP8987	longissimus	最長筋	さいちょうきん
FMA77179	BP8423	spinalis	棘筋	きょくきん
FMA77180	BP8024	splenius	板状筋	ばんじょうきん
FMA77380	BP6078	right popliteal artery	right popliteal artery	right popliteal artery
FMA77381	BP6079	left popliteal artery	left popliteal artery	left popliteal artery
FMA77439	BP8121	artery of central sulcus	中心溝動脈	ちゅうしんこうどうみゃく
FMA77498	BP5939	circumflex scapular vein	肩甲回旋静脈	けんこうかいせんじょうみゃく
FMA77499	BP5952	anterior circumflex humeral vein	前上腕回旋静脈	ぜんじょうわんかいせんじょうみゃく
FMA77883	BP10336	subdivision of brachiocephalic vein	subdivision of brachiocephalic vein	subdivision of brachiocephalic vein
FMA77884	BP5905	subdivision of subclavian vein	subdivision of subclavian vein	subdivision of subclavian vein
FMA77949	BP5940	right circumflex scapular vein	right circumflex scapular vein	right circumflex scapular vein
FMA77950	BP5941	left circumflex scapular vein	left circumflex scapular vein	left circumflex scapular vein
FMA77954	BP5953	right anterior circumflex humeral vein	right anterior circumflex humeral vein	right anterior circumflex humeral vein
FMA77955	BP5954	left anterior circumflex humeral vein	left anterior circumflex humeral vein	left anterior circumflex humeral vein
FMA78021	BP5946	medial brachial vein	medial brachial vein	medial brachial vein
FMA78048	BP10269	subdivision of superior vena caval tree	subdivision of superior vena caval tree	subdivision of superior vena caval tree
FMA78049	BP8187	subdivision of inferior vena caval tree	subdivision of inferior vena caval tree	subdivision of inferior vena caval tree
FMA78121	BP10568	superior phrenic vein	superior phrenic vein	superior phrenic vein
FMA78204	BP10273	subdivision of external iliac vein	subdivision of external iliac vein	subdivision of external iliac vein
FMA78207	BP5929	tributary of basilic vein	tributary of basilic vein	tributary of basilic vein
FMA78447	BP5512	region of ventricular system of brain	region of ventricular system of brain	region of ventricular system of brain
FMA78448	BP5513	lateral ventricle	側脳室	そくのうしつ
FMA78449	BP10436	right lateral ventricle	right lateral ventricle	right lateral ventricle
FMA78450	BP10468	left lateral ventricle	left lateral ventricle	left lateral ventricle
FMA78454	BP5515	third ventricle	第三脳室	だい３のうしつ
FMA78467	BP5516	cerebral aqueduct	中脳水道;脳水道	ちゅうのうすいどう;のうすいどう
FMA78469	BP5514	fourth ventricle	第四脳室	だい４のうしつ
FMA78497	BP5511	central canal of spinal cord	脊髄の中心管	せきずいのちゅうしんかん
FMA78562	BP8127	set of organ regions	set of organ regions	set of organ regions
FMA78590	BP6618	set of heterogeneous clusters	set of heterogeneous clusters	set of heterogeneous clusters
FMA79615	BP7776	branch of postcommunicating part of anterior cerebral artery	branch of postcommunicating part of anterior cerebral artery	branch of postcommunicating part of anterior cerebral artery
FMA79631	BP8510	branch of sphenoid part of middle cerebral artery	branch of sphenoid part of middle cerebral artery	branch of sphenoid part of middle cerebral artery
FMA79658	BP6210	dorsal scapular artery	深枝;頚横動脈の肩甲背動脈	しんし;けいおうどうみゃくのけんこうはいどうみゃく
